Processes,Size,Latency
2,2,0.22
2,4,0.21
2,8,0.21
2,16,0.20
2,32,0.25
2,64,0.24
2,128,0.30
2,256,0.33
2,512,0.38
2,1024,0.43
2,2048,0.57
2,4096,0.85
2,8192,1.37
2,16384,3.03
2,32768,5.18
2,65536,6.90
2,131072,9.68
2,262144,15.09
2,524288,28.32
2,1048576,61.96
4,2,0.21
4,4,0.20
4,8,0.21
4,16,0.21
4,32,0.25
4,64,0.27
4,128,0.43
4,256,0.47
4,512,0.52
4,1024,0.75
4,2048,1.07
4,4096,1.68
4,8192,2.61
4,16384,5.59
4,32768,8.76
4,65536,14.59
4,131072,26.57
4,262144,51.51
4,524288,106.24
4,1048576,223.81
6,2,0.38
6,4,0.36
6,8,0.35
6,16,0.34
6,32,0.44
6,64,0.45
6,128,0.68
6,256,0.71
6,512,0.75
6,1024,1.06
6,2048,1.45
6,4096,2.22
6,8192,3.52
6,16384,7.40
6,32768,12.69
6,65536,22.62
6,131072,43.24
6,262144,84.28
6,524288,152.07
6,1048576,323.27
8,2,0.56
8,4,0.57
8,8,0.57
8,16,0.59
8,32,0.71
8,64,0.74
8,128,1.15
8,256,1.14
8,512,1.23
8,1024,1.44
8,2048,2.06
8,4096,2.91
8,8192,4.55
8,16384,10.05
8,32768,16.34
8,65536,28.00
8,131072,51.69
8,262144,104.39
8,524288,196.25
8,1048576,379.74
10,2,0.90
10,4,0.96
10,8,0.87
10,16,0.89
10,32,1.07
10,64,1.06
10,128,1.39
10,256,1.40
10,512,1.53
10,1024,1.81
10,2048,2.45
10,4096,3.63
10,8192,5.33
10,16384,12.69
10,32768,19.26
10,65536,32.86
10,131072,59.47
10,262144,115.25
10,524288,225.35
10,1048576,412.87
12,2,0.91
12,4,0.84
12,8,0.90
12,16,0.89
12,32,1.06
12,64,1.06
12,128,1.46
12,256,1.48
12,512,1.68
12,1024,1.95
12,2048,2.54
12,4096,3.86
12,8192,5.81
12,16384,13.70
12,32768,21.13
12,65536,36.66
12,131072,66.55
12,262144,126.49
12,524288,244.85
12,1048576,507.49
14,2,0.82
14,4,0.85
14,8,0.83
14,16,0.85
14,32,1.06
14,64,1.32
14,128,1.61
14,256,1.61
14,512,1.73
14,1024,2.16
14,2048,2.84
14,4096,4.43
14,8192,6.75
14,16384,15.82
14,32768,25.70
14,65536,43.72
14,131072,84.86
14,262144,164.97
14,524288,297.79
14,1048576,580.00
16,2,1.20
16,4,1.19
16,8,1.17
16,16,1.17
16,32,1.38
16,64,1.41
16,128,2.17
16,256,2.23
16,512,2.37
16,1024,2.87
16,2048,3.59
16,4096,5.43
16,8192,7.93
16,16384,19.86
16,32768,31.43
16,65536,56.02
16,131072,106.84
16,262144,203.71
16,524288,422.87
16,1048576,726.31
18,2,2.32
18,4,2.31
18,8,2.29
18,16,2.28
18,32,2.47
18,64,2.54
18,128,3.08
18,256,3.16
18,512,3.35
18,1024,3.81
18,2048,4.71
18,4096,6.59
18,8192,9.45
18,16384,23.39
18,32768,35.28
18,65536,60.90
18,131072,112.61
18,262144,211.97
18,524288,421.91
18,1048576,783.78
20,2,2.46
20,4,2.47
20,8,2.48
20,16,2.59
20,32,2.81
20,64,2.70
20,128,3.46
20,256,3.60
20,512,3.72
20,1024,4.22
20,2048,5.09
20,4096,7.13
20,8192,10.56
20,16384,24.77
20,32768,38.69
20,65536,66.56
20,131072,120.72
20,262144,237.78
20,524288,467.13
20,1048576,827.47
22,2,2.29
22,4,2.28
22,8,2.65
22,16,2.36
22,32,2.64
22,64,2.59
22,128,3.35
22,256,3.42
22,512,3.64
22,1024,4.40
22,2048,5.40
22,4096,7.57
22,8192,11.46
22,16384,25.39
22,32768,38.86
22,65536,64.46
22,131072,120.36
22,262144,235.27
22,524288,454.85
22,1048576,881.25
24,2,2.27
24,4,2.27
24,8,2.26
24,16,2.30
24,32,2.66
24,64,2.68
24,128,3.50
24,256,3.64
24,512,3.83
24,1024,4.63
24,2048,5.74
24,4096,8.15
24,8192,11.89
24,16384,26.82
24,32768,40.80
24,65536,68.49
24,131072,125.78
24,262144,237.06
24,524288,491.47
24,1048576,940.28
26,2,2.18
26,4,2.80
26,8,2.13
26,16,2.13
26,32,2.55
26,64,2.57
26,128,3.31
26,256,3.43
26,512,3.67
26,1024,4.36
26,2048,5.54
26,4096,8.07
26,8192,12.04
26,16384,27.54
26,32768,42.70
26,65536,72.20
26,131072,133.62
26,262144,261.46
26,524288,491.07
26,1048576,915.41
28,2,2.09
28,4,2.77
28,8,2.12
28,16,2.14
28,32,2.59
28,64,2.61
28,128,3.32
28,256,3.49
28,512,3.73
28,1024,4.58
28,2048,5.81
28,4096,8.63
28,8192,12.81
28,16384,29.77
28,32768,45.85
28,65536,74.66
28,131072,138.76
28,262144,276.30
28,524288,523.01
28,1048576,1004.33
30,2,2.16
30,4,2.38
30,8,2.17
30,16,2.17
30,32,2.60
30,64,2.66
30,128,3.47
30,256,3.62
30,512,3.90
30,1024,4.72
30,2048,6.04
30,4096,9.04
30,8192,13.59
30,16384,29.84
30,32768,45.17
30,65536,78.92
30,131072,135.70
30,262144,274.39
30,524288,536.63
30,1048576,1021.33
32,2,2.54
32,4,2.77
32,8,2.52
32,16,2.55
32,32,2.87
32,64,2.96
32,128,3.95
32,256,4.15
32,512,4.45
32,1024,5.26
32,2048,6.66
32,4096,10.00
32,8192,14.54
32,16384,29.68
32,32768,45.33
32,65536,75.48
32,131072,136.70
32,262144,255.14
32,524288,497.93
32,1048576,971.04
34,2,5.33
34,4,4.56
34,8,4.54
34,16,4.61
34,32,4.97
34,64,5.00
34,128,5.90
34,256,6.15
34,512,6.40
34,1024,7.36
34,2048,8.75
34,4096,12.14
34,8192,16.97
34,16384,33.25
34,32768,48.97
34,65536,80.66
34,131072,142.25
34,262144,271.90
34,524288,512.50
34,1048576,945.81
36,2,5.59
36,4,4.75
36,8,4.72
36,16,4.73
36,32,5.08
36,64,5.08
36,128,6.16
36,256,6.49
36,512,6.79
36,1024,7.92
36,2048,9.29
36,4096,12.69
36,8192,18.04
36,16384,35.01
36,32768,50.82
36,65536,83.84
36,131072,153.75
36,262144,285.56
36,524288,536.54
36,1048576,1037.12
38,2,5.10
38,4,4.28
38,8,4.30
38,16,4.22
38,32,4.58
38,64,4.68
38,128,5.65
38,256,6.01
38,512,6.23
38,1024,7.17
38,2048,8.80
38,4096,12.07
38,8192,17.39
38,16384,36.42
38,32768,53.25
38,65536,86.20
38,131072,157.44
38,262144,288.21
38,524288,556.59
38,1048576,1093.39
40,2,5.09
40,4,4.41
40,8,4.29
40,16,4.33
40,32,4.76
40,64,4.79
40,128,5.89
40,256,6.24
40,512,6.49
40,1024,7.71
40,2048,9.42
40,4096,12.95
40,8192,18.80
40,16384,37.35
40,32768,55.56
40,65536,90.91
40,131072,158.99
40,262144,298.68
40,524288,584.91
40,1048576,1102.63
42,2,4.86
42,4,4.23
42,8,4.19
42,16,4.22
42,32,4.63
42,64,4.64
42,128,6.16
42,256,6.43
42,512,6.64
42,1024,7.76
42,2048,9.57
42,4096,13.37
42,8192,19.50
42,16384,38.75
42,32768,56.10
42,65536,91.27
42,131072,160.02
42,262144,296.98
42,524288,563.29
42,1048576,1135.62
44,2,4.09
44,4,3.62
44,8,3.65
44,16,3.56
44,32,4.16
44,64,4.21
44,128,5.59
44,256,5.90
44,512,6.28
44,1024,7.54
44,2048,9.28
44,4096,13.42
44,8192,19.60
44,16384,39.16
44,32768,57.41
44,65536,91.99
44,131072,163.18
44,262144,305.50
44,524288,587.04
44,1048576,1167.93
46,2,4.61
46,4,3.76
46,8,3.84
46,16,3.82
46,32,4.24
46,64,4.29
46,128,5.41
46,256,5.87
46,512,6.16
46,1024,7.22
46,2048,9.19
46,4096,13.45
46,8192,19.81
46,16384,39.73
46,32768,56.40
46,65536,90.18
46,131072,152.45
46,262144,282.16
46,524288,542.70
46,1048576,1070.74
48,2,5.13
48,4,4.16
48,8,4.15
48,16,4.15
48,32,4.55
48,64,4.68
48,128,5.64
48,256,5.95
48,512,6.40
48,1024,7.34
48,2048,9.43
48,4096,13.64
48,8192,19.98
48,16384,39.95
48,32768,57.07
48,65536,90.60
48,131072,158.60
48,262144,292.50
48,524288,560.34
48,1048576,1102.14

