2,2,1.00
2,4,1.01
2,8,1.02
2,16,1.00
2,32,1.04
2,64,1.26
2,128,1.10
2,256,1.21
2,512,1.28
2,1024,1.46
2,2048,1.78
2,4096,2.29
2,8192,2.99
2,16384,4.12
2,32768,5.64
2,65536,8.56
2,131072,13.47
2,262144,38.65
2,524288,71.15
2,1048576,161.68
4,2,1.29
4,4,1.29
4,8,1.29
4,16,1.35
4,32,1.49
4,64,1.65
4,128,1.69
4,256,1.88
4,512,2.19
4,1024,2.53
4,2048,3.33
4,4096,4.50
4,8192,6.54
4,16384,9.96
4,32768,17.09
4,65536,29.37
4,131072,49.05
4,262144,101.05
4,524288,188.98
4,1048576,367.98
6,2,1.26
6,4,1.27
6,8,1.26
6,16,1.33
6,32,1.39
6,64,1.57
6,128,1.61
6,256,1.88
6,512,2.05
6,1024,2.40
6,2048,3.13
6,4096,4.26
6,8192,6.45
6,16384,9.80
6,32768,17.16
6,65536,32.41
6,131072,60.62
6,262144,130.79
6,524288,256.30
6,1048576,526.37
8,2,1.57
8,4,1.57
8,8,1.58
8,16,1.84
8,32,1.63
8,64,2.07
8,128,2.11
8,256,2.26
8,512,2.71
8,1024,3.01
8,2048,3.92
8,4096,5.64
8,8192,8.90
8,16384,13.21
8,32768,24.33
8,65536,45.05
8,131072,71.09
8,262144,162.92
8,524288,319.32
8,1048576,676.02
10,2,1.41
10,4,1.39
10,8,1.41
10,16,1.60
10,32,1.50
10,64,1.83
10,128,1.98
10,256,2.13
10,512,2.50
10,1024,2.89
10,2048,3.83
10,4096,5.20
10,8192,7.90
10,16384,12.68
10,32768,23.47
10,65536,43.26
10,131072,88.23
10,262144,208.65
10,524288,423.27
10,1048576,1018.29
12,2,1.42
12,4,1.46
12,8,1.67
12,16,1.59
12,32,1.59
12,64,1.86
12,128,2.11
12,256,2.41
12,512,2.55
12,1024,3.07
12,2048,4.11
12,4096,5.91
12,8192,9.18
12,16384,14.71
12,32768,26.92
12,65536,54.18
12,131072,98.96
12,262144,235.39
12,524288,484.33
12,1048576,1226.49
14,2,1.36
14,4,1.39
14,8,1.55
14,16,1.48
14,32,1.48
14,64,1.83
14,128,2.01
14,256,2.14
14,512,2.46
14,1024,2.93
14,2048,4.09
14,4096,6.01
14,8192,9.52
14,16384,15.60
14,32768,27.57
14,65536,55.53
14,131072,107.59
14,262144,263.17
14,524288,565.22
14,1048576,1429.80
16,2,1.55
16,4,1.59
16,8,1.64
16,16,1.64
16,32,1.65
16,64,2.12
16,128,2.13
16,256,2.51
16,512,2.70
16,1024,3.44
16,2048,4.62
16,4096,6.97
16,8192,11.54
16,16384,18.78
16,32768,33.78
16,65536,65.92
16,131072,117.07
16,262144,295.98
16,524288,688.85
16,1048576,1652.12
18,2,1.48
18,4,1.48
18,8,1.57
18,16,1.59
18,32,1.56
18,64,1.99
18,128,2.07
18,256,2.29
18,512,2.83
18,1024,3.41
18,2048,4.61
18,4096,6.93
18,8192,11.53
18,16384,18.62
18,32768,33.62
18,65536,65.27
18,131072,132.00
18,262144,342.08
18,524288,806.60
